날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 06월 24일,"29,500 ","28,600 ","30,600 ","28,450 ","11,000 ",3.69%
2020년 06월 23일,"28,450 ","29,200 ","29,350 ","28,250 ","83,697,000 ",-1.39%
2020년 06월 22일,"28,850 ","28,900 ","29,200 ","28,300 ","98,317,000 ",-1.20%
2020년 06월 19일,"29,200 ","28,650 ","29,450 ","27,950 ","1,340,000 ",4.66%
2020년 06월 18일,"27,900 ","27,800 ","28,700 ","27,300 ","1,000 ",-0.18%
2020년 06월 17일,"27,950 ","27,700 ","28,600 ","27,500 ","69,253,000 ",-0.36%
2020년 06월 16일,"28,050 ","27,950 ","28,250 ","27,350 ","90,971,000 ",3.89%
2020년 06월 15일,"27,000 ","28,500 ","28,800 ","26,850 ","6,000 ",-6.41%
2020년 06월 12일,"28,850 ","28,000 ","29,000 ","27,900 ","1,340,000 ",-3.03%
2020년 06월 11일,"29,750 ","29,900 ","30,100 ","29,350 ","40,000 ",-0.67%
2020년 06월 10일,"29,950 ","29,900 ","30,300 ","29,850 ","26,000 ",-0.33%
2020년 06월 09일,"30,050 ","30,700 ","30,700 ","29,900 ","91,000 ",-1.96%
2020년 06월 08일,"30,650 ","30,800 ","30,800 ","29,900 ","84,172,000 ",0.66%
2020년 06월 05일,"30,450 ","30,000 ","30,800 ","29,700 ","78,438,000 ",0.66%
2020년 06월 04일,"30,250 ","30,800 ","31,550 ","29,900 ","30,000 ",-0.49%
2020년 06월 03일,"30,400 ","30,900 ","30,950 ","30,000 ","98,021,000 ",0.16%
2020년 06월 02일,"30,350 ","30,800 ","30,950 ","29,900 ","5,000 ",-1.14%
2020년 06월 01일,"30,700 ","29,050 ","30,700 ","29,050 ","903,000 ",7.34%
2020년 05월 29일,"28,600 ","28,950 ","30,100 ","28,600 ","1,440,000 ",-2.39%
2020년 05월 28일,"29,300 ","30,850 ","30,950 ","28,550 ","9,000 ",-4.25%
2020년 05월 27일,"30,600 ","32,100 ","32,200 ","30,350 ","103,000 ",-6.42%
2020년 05월 26일,"32,700 ","32,800 ","33,100 ","31,250 ","3,150,000 ",1.71%
2020년 05월 25일,"32,150 ","27,650 ","32,150 ","27,550 ","1,000 ",17.77%
2020년 05월 22일,"27,300 ","28,100 ","28,150 ","27,000 ","1,220,000 ",-2.85%
2020년 05월 21일,"28,100 ","28,800 ","28,850 ","28,050 ","88,325,000 ",-0.88%
2020년 05월 20일,"28,350 ","27,800 ","28,500 ","27,700 ","60,000 ",1.98%
2020년 05월 19일,"27,800 ","28,700 ","28,850 ","27,450 ","96,000 ",-1.24%
2020년 05월 18일,"28,150 ","29,600 ","29,600 ","28,050 ","3,000 ",-1.57%
2020년 05월 15일,"28,600 ","28,750 ","29,400 ","27,550 ","1,880,000 ",0.70%
2020년 05월 14일,"28,400 ","27,100 ","28,450 ","27,050 ","6,000 ",3.09%
2020년 05월 13일,"27,550 ","26,950 ","27,600 ","26,600 ","11,000 ",0.55%
2020년 05월 12일,"27,400 ","27,800 ","28,000 ","27,000 ","84,855,000 ",-1.44%
2020년 05월 11일,"27,800 ","28,250 ","28,600 ","27,400 ","74,297,000 ",-0.89%
2020년 05월 08일,"28,050 ","28,000 ","28,650 ","27,800 ","1,550,000 ",3.13%
2020년 05월 07일,"27,200 ","26,350 ","27,350 ","26,050 ","85,949,000 ",2.26%
2020년 05월 06일,"26,600 ","26,050 ","26,650 ","25,550 ","73,717,000 ",4.52%
2020년 05월 04일,"25,450 ","26,050 ","26,400 ","25,400 ","1,240,000 ",-4.86%
2020년 04월 29일,"26,750 ","26,150 ","27,100 ","26,050 ","1,060,000 ",2.69%
2020년 04월 28일,"26,050 ","26,750 ","26,800 ","25,700 ","77,093,000 ",-0.95%
2020년 04월 27일,"26,300 ","26,200 ","26,450 ","25,750 ","68,204,000 ",0.77%
2020년 04월 24일,"26,100 ","25,800 ","26,900 ","25,800 ","1,110,000 ",-0.57%
2020년 04월 23일,"26,250 ","26,300 ","26,550 ","25,700 ","1,500,000 ",2.94%
2020년 04월 22일,"25,500 ","23,750 ","25,500 ","23,500 ","1,470,000 ",4.94%
2020년 04월 21일,"24,300 ","23,500 ","24,350 ","22,750 ","1,400,000 ",2.53%
2020년 04월 20일,"23,700 ","24,000 ","24,300 ","23,400 ","84,996,000 ",-1.46%
2020년 04월 17일,"24,050 ","24,850 ","25,150 ","23,850 ","1,630,000 ",1.05%
2020년 04월 16일,"23,800 ","22,450 ","24,000 ","22,250 ","1,100,000 ",4.16%
2020년 04월 14일,"22,850 ","22,100 ","23,050 ","21,350 ","2,250,000 ",2.93%
2020년 04월 13일,"22,200 ","23,100 ","23,400 ","22,150 ","1,060,000 ",-6.33%
2020년 04월 10일,"23,700 ","24,100 ","24,250 ","22,950 ","96,040,000 ",-2.67%
2020년 04월 09일,"24,350 ","24,600 ","24,900 ","24,000 ","1,010,000 ",2.53%
2020년 04월 08일,"23,750 ","23,200 ","24,600 ","22,850 ","1,440,000 ",1.28%
2020년 04월 07일,"23,450 ","22,950 ","23,900 ","22,200 ","2,190,000 ",5.87%
2020년 04월 06일,"22,150 ","21,250 ","22,150 ","20,850 ","1,210,000 ",5.98%
2020년 04월 03일,"20,900 ","21,350 ","21,650 ","20,500 ","79,582,000 ",-2.11%
2020년 04월 02일,"21,350 ","21,050 ","21,350 ","20,350 ","93,353,000 ",2.15%
2020년 04월 01일,"20,900 ","21,500 ","22,200 ","20,650 ","1,290,000 ",-3.46%
2020년 03월 31일,"21,650 ","21,600 ","22,650 ","21,100 ","1,710,000 ",2.85%
2020년 03월 30일,"21,050 ","20,300 ","21,200 ","19,900 ","1,230,000 ",0.00%
2020년 03월 27일,"21,050 ","21,800 ","21,950 ","20,150 ","1,590,000 ",2.43%
2020년 03월 26일,"20,550 ","21,250 ","22,200 ","20,450 ","1,440,000 ",-3.29%
2020년 03월 25일,"21,250 ","21,850 ","22,550 ","20,150 ","260,000 ",3.16%
2020년 03월 24일,"20,600 ","18,800 ","20,600 ","18,450 ","46,000 ",16.06%
2020년 03월 23일,"17,750 ","16,150 ","18,600 ","15,900 ","2,070,000 ",2.60%
2020년 03월 20일,"17,300 ","15,700 ","17,450 ","14,950 ","2,030,000 ",15.33%
2020년 03월 19일,"15,000 ","17,300 ","17,400 ","14,500 ","2,030,000 ",-9.37%
2020년 03월 18일,"16,550 ","19,200 ","19,300 ","16,550 ","1,420,000 ",-11.97%
2020년 03월 17일,"18,800 ","17,900 ","19,500 ","17,850 ","1,470,000 ",-0.79%
2020년 03월 16일,"18,950 ","21,100 ","21,600 ","18,950 ","1,380,000 ",-9.55%
2020년 03월 13일,"20,950 ","20,500 ","21,550 ","19,100 ","1,790,000 ",-5.42%
2020년 03월 12일,"22,150 ","22,750 ","22,950 ","21,400 ","1,130,000 ",-3.49%
2020년 03월 11일,"22,950 ","24,750 ","25,050 ","22,800 ","96,578,000 ",-7.09%
2020년 03월 10일,"24,700 ","23,800 ","24,700 ","23,450 ","98,135,000 ",3.56%
2020년 03월 09일,"23,850 ","24,500 ","24,650 ","23,500 ","67,875,000 ",-5.73%
2020년 03월 06일,"25,300 ","24,950 ","25,650 ","24,850 ","44,721,000 ",-1.36%
2020년 03월 05일,"25,650 ","26,100 ","26,300 ","25,000 ","76,670,000 ",-0.58%
2020년 03월 04일,"25,800 ","24,900 ","26,150 ","24,800 ","71,222,000 ",2.38%
2020년 03월 03일,"25,200 ","27,000 ","27,100 ","25,000 ","1,150,000 ",-1.75%
2020년 03월 02일,"25,650 ","24,200 ","25,650 ","23,900 ","1,060,000 ",7.77%
2020년 02월 28일,"23,800 ","25,000 ","25,150 ","23,600 ","1,460,000 ",-7.39%
2020년 02월 27일,"25,700 ","27,400 ","27,500 ","25,500 ","93,219,000 ",-5.86%
2020년 02월 26일,"27,300 ","26,800 ","27,550 ","26,750 ","38,961,000 ",-1.62%
2020년 02월 25일,"27,750 ","27,200 ","27,750 ","26,700 ","63,724,000 ",2.78%
2020년 02월 24일,"27,000 ","26,500 ","27,650 ","26,400 ","54,194,000 ",-2.88%
2020년 02월 21일,"27,800 ","27,900 ","28,500 ","27,550 ","54,683,000 ",-2.63%
2020년 02월 20일,"28,550 ","29,100 ","29,400 ","28,100 ","46,933,000 ",-0.52%
2020년 02월 19일,"28,700 ","28,700 ","29,300 ","28,350 ","52,054,000 ",0.00%
2020년 02월 18일,"28,700 ","29,850 ","29,850 ","28,600 ","68,207,000 ",-3.85%
2020년 02월 17일,"29,850 ","30,100 ","30,750 ","29,700 ","51,319,000 ",-1.00%
2020년 02월 14일,"30,150 ","29,900 ","30,200 ","29,350 ","52,250,000 ",1.01%
2020년 02월 13일,"29,850 ","28,950 ","30,900 ","28,750 ","1,590,000 ",4.01%
2020년 02월 12일,"28,700 ","28,250 ","29,150 ","28,050 ","81,871,000 ",2.50%
2020년 02월 11일,"28,000 ","29,650 ","29,850 ","27,850 ","1,280,000 ",-3.61%
2020년 02월 10일,"29,050 ","28,150 ","29,300 ","27,800 ","57,342,000 ",2.65%
2020년 02월 07일,"28,300 ","28,750 ","28,850 ","27,900 ","45,642,000 ",-1.74%
2020년 02월 06일,"28,800 ","28,700 ","29,100 ","28,150 ","53,959,000 ",1.77%
2020년 02월 05일,"28,300 ","29,450 ","29,500 ","28,000 ","87,065,000 ",-2.92%
2020년 02월 04일,"29,150 ","29,250 ","29,350 ","28,350 ","59,417,000 ",1.22%
2020년 02월 03일,"28,800 ","26,750 ","29,050 ","26,650 ","94,319,000 ",5.30%
2020년 01월 31일,"27,350 ","29,200 ","29,700 ","26,900 ","1,030,000 ",-5.20%
2020년 01월 30일,"28,850 ","29,350 ","29,800 ","28,400 ","68,670,000 ",-1.70%
2020년 01월 29일,"29,350 ","30,450 ","30,500 ","29,100 ","58,171,000 ",-1.51%
2020년 01월 28일,"29,800 ","28,450 ","30,500 ","28,450 ","96,208,000 ",-1.65%
2020년 01월 23일,"30,300 ","31,150 ","31,150 ","30,100 ","80,066,000 ",-3.19%
2020년 01월 22일,"31,300 ","29,200 ","32,800 ","29,100 ","2,200,000 ",7.56%
2020년 01월 21일,"29,100 ","29,100 ","29,250 ","28,800 ","35,739,000 ",0.34%
2020년 01월 20일,"29,000 ","28,700 ","29,400 ","28,300 ","53,703,000 ",1.93%
2020년 01월 17일,"28,450 ","29,050 ","29,500 ","28,300 ","69,442,000 ",-2.23%
2020년 01월 16일,"29,100 ","28,800 ","29,400 ","28,200 ","64,162,000 ",1.04%
2020년 01월 15일,"28,800 ","30,150 ","30,200 ","28,550 ","79,648,000 ",-4.48%
2020년 01월 14일,"30,150 ","29,250 ","30,750 ","28,900 ","1,090,000 ",4.69%
2020년 01월 13일,"28,800 ","28,000 ","28,800 ","27,800 ","56,837,000 ",2.31%
2020년 01월 10일,"28,150 ","29,150 ","29,150 ","27,450 ","1,040,000 ",-3.10%
2020년 01월 09일,"29,050 ","30,000 ","30,150 ","28,300 ","99,387,000 ",0.35%
2020년 01월 08일,"28,950 ","28,100 ","29,950 ","27,900 ","1,460,000 ",3.39%
2020년 01월 07일,"28,000 ","28,350 ","28,550 ","27,650 ","39,307,000 ",0.00%
2020년 01월 06일,"28,000 ","26,750 ","28,500 ","26,250 ","74,232,000 ",1.45%
2020년 01월 03일,"27,600 ","28,300 ","28,400 ","27,350 ","72,227,000 ",-1.08%
2020년 01월 02일,"27,900 ","27,950 ","28,600 ","27,700 ","65,462,000 ",1.09%
2019년 12월 30일,"27,600 ","28,200 ","28,400 ","27,200 ","66,950,000 ",-1.95%
2019년 12월 27일,"28,150 ","27,350 ","28,850 ","26,900 ","1,100,000 ",5.63%
2019년 12월 26일,"26,650 ","26,650 ","27,250 ","26,300 ","66,088,000 ",0.00%
2019년 12월 24일,"26,650 ","26,150 ","27,150 ","25,650 ","1,000,000 ",2.70%
2019년 12월 23일,"25,950 ","26,550 ","26,800 ","25,350 ","78,294,000 ",-2.26%
2019년 12월 20일,"26,550 ","26,300 ","26,950 ","25,800 ","99,805,000 ",2.91%
2019년 12월 19일,"25,800 ","26,850 ","27,150 ","25,600 ","1,180,000 ",-3.19%
2019년 12월 18일,"26,650 ","26,800 ","27,300 ","24,900 ","2,280,000 ",3.29%
2019년 12월 17일,"25,800 ","23,800 ","26,300 ","23,700 ","3,140,000 ",10.73%
2019년 12월 16일,"23,300 ","22,550 ","23,850 ","22,500 ","1,170,000 ",4.48%
2019년 12월 13일,"22,300 ","22,000 ","22,600 ","21,900 ","75,138,000 ",2.76%
2019년 12월 12일,"21,700 ","21,600 ","21,750 ","21,350 ","53,146,000 ",1.64%
2019년 12월 11일,"21,350 ","21,100 ","21,600 ","20,950 ","73,212,000 ",2.15%
2019년 12월 10일,"20,900 ","20,700 ","21,250 ","20,500 ","41,464,000 ",0.97%
2019년 12월 09일,"20,700 ","20,500 ","21,100 ","20,400 ","52,527,000 ",0.98%
2019년 12월 06일,"20,500 ","19,700 ","20,750 ","19,550 ","99,687,000 ",4.86%
2019년 12월 05일,"19,550 ","19,150 ","19,650 ","19,150 ","44,523,000 ",2.62%
2019년 12월 04일,"19,050 ","19,050 ","19,050 ","18,800 ","23,274,000 ",-0.52%
2019년 12월 03일,"19,150 ","18,900 ","19,150 ","18,700 ","30,678,000 ",0.79%
2019년 12월 02일,"19,000 ","19,000 ","19,250 ","18,650 ","20,186,000 ",0.00%
2019년 11월 29일,"19,000 ","19,050 ","19,150 ","18,600 ","23,840,000 ",0.26%
2019년 11월 28일,"18,950 ","18,750 ","19,000 ","18,650 ","16,625,000 ",0.00%
2019년 11월 27일,"18,950 ","18,900 ","19,250 ","18,700 ","32,098,000 ",1.07%
2019년 11월 26일,"18,750 ","18,500 ","18,750 ","18,350 ","40,335,000 ",1.90%
2019년 11월 25일,"18,400 ","18,200 ","18,600 ","18,100 ","36,342,000 ",1.10%
2019년 11월 22일,"18,200 ","17,550 ","18,300 ","17,550 ","41,251,000 ",4.00%
2019년 11월 21일,"17,500 ","18,200 ","18,250 ","17,150 ","47,680,000 ",-3.58%
2019년 11월 20일,"18,150 ","18,050 ","18,750 ","18,050 ","42,387,000 ",0.28%
2019년 11월 19일,"18,100 ","18,150 ","18,200 ","17,900 ","25,276,000 ",-1.36%
2019년 11월 18일,"18,350 ","18,600 ","18,600 ","17,900 ","36,516,000 ",-0.81%
2019년 11월 15일,"18,500 ","17,700 ","18,600 ","17,650 ","1,190,000 ",5.11%
2019년 11월 14일,"17,600 ","17,650 ","18,000 ","17,400 ","41,005,000 ",0.28%
2019년 11월 13일,"17,550 ","17,700 ","17,700 ","17,400 ","17,823,000 ",-0.28%
2019년 11월 12일,"17,600 ","17,050 ","17,600 ","17,050 ","29,748,000 ",3.23%
2019년 11월 11일,"17,050 ","17,900 ","17,950 ","16,900 ","47,450,000 ",-3.94%
2019년 11월 08일,"17,750 ","17,400 ","17,850 ","17,200 ","55,186,000 ",4.41%
2019년 11월 07일,"17,000 ","17,350 ","17,550 ","16,900 ","28,156,000 ",-2.02%
2019년 11월 06일,"17,350 ","17,300 ","17,950 ","17,250 ","35,914,000 ",-0.29%
2019년 11월 05일,"17,400 ","17,250 ","17,550 ","16,950 ","25,722,000 ",0.87%
2019년 11월 04일,"17,250 ","17,350 ","17,500 ","17,150 ","16,776,000 ",0.58%
2019년 11월 01일,"17,150 ","16,950 ","17,250 ","16,850 ","15,867,000 ",0.88%
2019년 10월 31일,"17,000 ","17,200 ","17,300 ","17,000 ","18,963,000 ",-0.87%
2019년 10월 30일,"17,150 ","17,100 ","17,250 ","17,050 ","24,257,000 ",0.29%
2019년 10월 29일,"17,100 ","17,500 ","17,500 ","17,000 ","20,074,000 ",-1.44%
2019년 10월 28일,"17,350 ","17,350 ","17,800 ","17,200 ","30,212,000 ",0.87%
2019년 10월 25일,"17,200 ","17,150 ","17,550 ","17,050 ","30,020,000 ",0.00%
2019년 10월 24일,"17,200 ","17,100 ","17,250 ","16,900 ","25,740,000 ",0.88%
2019년 10월 23일,"17,050 ","17,000 ","17,100 ","16,650 ","29,105,000 ",0.29%
2019년 10월 22일,"17,000 ","17,250 ","17,500 ","16,950 ","28,845,000 ",-1.16%
2019년 10월 21일,"17,200 ","17,050 ","17,200 ","16,850 ","17,843,000 ",1.18%
2019년 10월 18일,"17,000 ","16,800 ","17,200 ","16,800 ","28,353,000 ",1.19%
2019년 10월 17일,"16,800 ","17,400 ","17,450 ","16,700 ","46,718,000 ",-3.17%
2019년 10월 16일,"17,350 ","17,200 ","17,550 ","17,050 ","53,374,000 ",1.17%
2019년 10월 15일,"17,150 ","17,000 ","17,350 ","16,900 ","30,866,000 ",0.59%
2019년 10월 14일,"17,050 ","17,200 ","17,250 ","16,850 ","30,059,000 ",0.00%
2019년 10월 11일,"17,050 ","16,300 ","17,300 ","16,250 ","1,070,000 ",5.90%
