날짜,종가,오픈,고가,저가,거래량,변동 %
2017년 06월 20일,"22,350 ","23,100 ","23,400 ","22,150 ","84,857,000 ",-1.76%
2017년 06월 19일,"22,750 ","22,050 ","23,100 ","21,700 ","1,680,000 ",6.06%
2017년 06월 16일,"21,450 ","21,200 ","22,100 ","21,100 ","1,130,000 ",1.66%
2017년 06월 15일,"21,100 ","21,550 ","21,650 ","20,400 ","1,260,000 ",-1.86%
2017년 06월 14일,"21,500 ","22,050 ","22,250 ","21,450 ","1,000,000 ",-2.05%
2017년 06월 13일,"21,950 ","22,150 ","22,350 ","21,650 ","94,237,000 ",-0.45%
2017년 06월 12일,"22,050 ","22,500 ","23,450 ","21,900 ","1,710,000 ",-2.86%
2017년 06월 09일,"22,700 ","20,800 ","22,900 ","20,750 ","2,780,000 ",10.19%
2017년 06월 08일,"20,600 ","20,800 ","20,800 ","20,350 ","44,375,000 ",0.00%
2017년 06월 07일,"20,600 ","19,800 ","20,700 ","19,800 ","80,239,000 ",3.26%
2017년 06월 05일,"19,950 ","20,000 ","20,150 ","19,750 ","38,910,000 ",-0.50%
2017년 06월 02일,"20,050 ","19,700 ","20,100 ","19,550 ","47,268,000 ",2.04%
2017년 06월 01일,"19,650 ","19,900 ","19,950 ","19,500 ","50,123,000 ",-1.75%
2017년 05월 31일,"20,000 ","20,150 ","20,150 ","19,800 ","51,727,000 ",-0.25%
2017년 05월 30일,"20,050 ","20,150 ","20,250 ","19,750 ","59,103,000 ",0.25%
2017년 05월 29일,"20,000 ","20,100 ","20,650 ","19,750 ","84,014,000 ",-0.50%
2017년 05월 26일,"20,100 ","19,750 ","20,250 ","19,350 ","89,825,000 ",2.29%
2017년 05월 25일,"19,650 ","20,400 ","20,400 ","19,300 ","1,620,000 ",-3.20%
2017년 05월 24일,"20,300 ","20,800 ","20,800 ","20,200 ","57,965,000 ",-1.93%
2017년 05월 23일,"20,700 ","21,350 ","21,350 ","20,600 ","58,182,000 ",-1.90%
2017년 05월 22일,"21,100 ","20,450 ","21,150 ","20,250 ","85,361,000 ",4.46%
2017년 05월 19일,"20,200 ","20,600 ","20,700 ","20,050 ","70,732,000 ",-1.70%
2017년 05월 18일,"20,550 ","20,350 ","20,750 ","20,300 ","58,465,000 ",-0.48%
2017년 05월 17일,"20,650 ","20,700 ","20,900 ","20,450 ","57,239,000 ",-0.72%
2017년 05월 16일,"20,800 ","21,800 ","21,800 ","20,650 ","77,800,000 ",-3.70%
2017년 05월 15일,"21,600 ","21,300 ","21,700 ","21,150 ","48,706,000 ",1.17%
2017년 05월 12일,"21,350 ","21,450 ","21,600 ","21,250 ","33,921,000 ",-0.47%
2017년 05월 11일,"21,450 ","21,450 ","22,000 ","21,300 ","85,286,000 ",0.00%
2017년 05월 10일,"21,450 ","22,000 ","22,250 ","21,300 ","87,819,000 ",-2.05%
2017년 05월 08일,"21,900 ","22,000 ","22,000 ","21,550 ","53,092,000 ",0.46%
2017년 05월 04일,"21,800 ","21,250 ","21,850 ","21,100 ","78,085,000 ",3.56%
2017년 05월 02일,"21,050 ","21,100 ","21,300 ","20,750 ","27,048,000 ",-0.24%
2017년 04월 28일,"21,100 ","20,600 ","21,100 ","20,450 ","61,095,000 ",2.18%
2017년 04월 27일,"20,650 ","21,250 ","21,450 ","20,400 ","98,219,000 ",-3.73%
2017년 04월 26일,"21,450 ","21,900 ","21,900 ","21,300 ","52,968,000 ",-1.61%
2017년 04월 25일,"21,800 ","21,250 ","21,800 ","20,850 ","66,984,000 ",4.06%
2017년 04월 24일,"20,950 ","21,200 ","21,400 ","20,750 ","37,897,000 ",-0.71%
2017년 04월 21일,"21,100 ","21,550 ","21,550 ","20,950 ","52,447,000 ",-1.63%
2017년 04월 20일,"21,450 ","21,600 ","21,600 ","21,200 ","51,235,000 ",-0.69%
2017년 04월 19일,"21,600 ","21,600 ","21,750 ","21,050 ","56,023,000 ",0.47%
2017년 04월 18일,"21,500 ","22,200 ","22,200 ","21,300 ","64,121,000 ",-1.15%
2017년 04월 17일,"21,750 ","21,250 ","22,250 ","21,250 ","88,004,000 ",3.57%
2017년 04월 14일,"21,000 ","21,250 ","21,400 ","20,900 ","38,457,000 ",-1.64%
2017년 04월 13일,"21,350 ","21,400 ","21,500 ","21,050 ","42,286,000 ",0.23%
2017년 04월 12일,"21,300 ","20,850 ","21,650 ","20,700 ","66,513,000 ",0.47%
2017년 04월 11일,"21,200 ","20,850 ","21,600 ","20,500 ","109,000 ",1.44%
2017년 04월 10일,"20,900 ","20,800 ","21,250 ","20,300 ","130,000 ",0.97%
2017년 04월 07일,"20,700 ","19,250 ","20,800 ","19,250 ","322,000 ",5.08%
2017년 04월 06일,"19,700 ","19,700 ","19,950 ","19,500 ","29,223,000 ",0.25%
2017년 04월 05일,"19,650 ","20,250 ","20,550 ","19,600 ","50,006,000 ",-2.24%
2017년 04월 04일,"20,100 ","20,400 ","20,600 ","20,050 ","36,662,000 ",-1.23%
2017년 04월 03일,"20,350 ","19,250 ","20,450 ","19,150 ","120,000 ",6.54%
2017년 03월 31일,"19,100 ","19,450 ","19,650 ","18,900 ","34,235,000 ",-1.80%
2017년 03월 30일,"19,450 ","19,450 ","19,550 ","18,900 ","37,099,000 ",0.00%
2017년 03월 29일,"19,450 ","19,250 ","19,750 ","19,150 ","51,441,000 ",0.78%
2017년 03월 28일,"19,300 ","19,200 ","19,350 ","18,850 ","32,521,000 ",0.78%
2017년 03월 27일,"19,150 ","19,150 ","19,500 ","19,050 ","34,703,000 ",0.26%
2017년 03월 24일,"19,100 ","19,150 ","19,150 ","18,750 ","24,769,000 ",0.53%
2017년 03월 23일,"19,000 ","18,600 ","19,050 ","18,550 ","46,900,000 ",2.98%
2017년 03월 22일,"18,450 ","17,750 ","18,650 ","17,700 ","59,054,000 ",3.65%
2017년 03월 21일,"17,800 ","18,250 ","18,300 ","17,500 ","52,338,000 ",-1.39%
2017년 03월 20일,"18,050 ","18,000 ","18,300 ","17,900 ","17,392,000 ",-0.28%
2017년 03월 17일,"18,100 ","18,550 ","18,600 ","18,000 ","35,753,000 ",-2.43%
2017년 03월 16일,"18,550 ","18,650 ","18,650 ","18,250 ","29,752,000 ",1.09%
2017년 03월 15일,"18,350 ","18,450 ","18,850 ","18,200 ","31,568,000 ",-0.27%
2017년 03월 14일,"18,400 ","18,700 ","18,850 ","18,250 ","31,025,000 ",-1.08%
2017년 03월 13일,"18,600 ","18,850 ","19,050 ","18,550 ","26,627,000 ",-0.80%
2017년 03월 10일,"18,750 ","18,700 ","18,850 ","18,300 ","34,696,000 ",0.81%
2017년 03월 09일,"18,600 ","18,900 ","19,400 ","18,600 ","58,048,000 ",-1.33%
2017년 03월 08일,"18,850 ","18,800 ","18,900 ","18,550 ","17,414,000 ",0.00%
2017년 03월 07일,"18,850 ","18,750 ","18,850 ","18,350 ","29,557,000 ",1.07%
2017년 03월 06일,"18,650 ","18,250 ","18,800 ","18,250 ","31,180,000 ",1.63%
2017년 03월 03일,"18,350 ","18,100 ","18,550 ","18,100 ","29,942,000 ",1.38%
2017년 03월 02일,"18,100 ","18,950 ","19,000 ","18,000 ","39,960,000 ",-3.72%
2017년 02월 28일,"18,800 ","18,700 ","18,900 ","18,400 ","25,897,000 ",0.53%
2017년 02월 27일,"18,700 ","18,200 ","19,000 ","18,200 ","43,895,000 ",2.19%
2017년 02월 24일,"18,300 ","18,700 ","18,850 ","18,100 ","41,835,000 ",-1.88%
2017년 02월 23일,"18,650 ","19,150 ","19,150 ","18,200 ","59,097,000 ",-2.10%
2017년 02월 22일,"19,050 ","18,800 ","19,400 ","18,750 ","64,801,000 ",1.60%
2017년 02월 21일,"18,750 ","18,750 ","19,250 ","18,650 ","35,420,000 ",0.00%
2017년 02월 20일,"18,750 ","19,150 ","19,200 ","18,550 ","29,435,000 ",-1.57%
2017년 02월 17일,"19,050 ","18,950 ","19,300 ","18,900 ","49,616,000 ",0.53%
2017년 02월 16일,"18,950 ","18,900 ","19,250 ","18,400 ","54,854,000 ",0.53%
2017년 02월 15일,"18,850 ","18,200 ","18,950 ","18,000 ","96,922,000 ",4.14%
2017년 02월 14일,"18,100 ","17,100 ","18,200 ","17,000 ","92,281,000 ",5.85%
2017년 02월 13일,"17,100 ","17,250 ","17,250 ","16,900 ","22,325,000 ",0.59%
2017년 02월 10일,"17,000 ","17,650 ","17,650 ","16,800 ","78,126,000 ",-3.13%
2017년 02월 09일,"17,550 ","16,650 ","17,550 ","16,650 ","52,943,000 ",5.41%
2017년 02월 08일,"16,650 ","17,100 ","17,100 ","16,300 ","31,665,000 ",-1.48%
2017년 02월 07일,"16,900 ","16,800 ","16,950 ","15,750 ","94,222,000 ",0.00%
2017년 02월 06일,"16,900 ","17,200 ","17,250 ","16,800 ","19,743,000 ",-0.88%
2017년 02월 03일,"17,050 ","17,300 ","17,350 ","16,900 ","22,405,000 ",-1.16%
2017년 02월 02일,"17,250 ","18,100 ","18,100 ","17,150 ","46,704,000 ",-3.63%
2017년 02월 01일,"17,900 ","17,600 ","18,400 ","17,600 ","47,076,000 ",1.99%
2017년 01월 26일,"17,450 ","17,600 ","17,900 ","17,350 ","32,768,000 ",-0.85%
2017년 01월 25일,"17,600 ","17,700 ","18,100 ","17,450 ","33,943,000 ",-0.56%
2017년 01월 24일,"17,700 ","17,600 ","18,100 ","17,200 ","65,723,000 ",-0.28%
2017년 01월 23일,"17,750 ","18,450 ","18,500 ","17,750 ","59,200,000 ",-3.53%
2017년 01월 20일,"18,400 ","18,950 ","18,950 ","18,200 ","34,344,000 ",-2.39%
2017년 01월 19일,"18,850 ","19,200 ","19,300 ","18,650 ","20,501,000 ",-1.31%
2017년 01월 18일,"19,100 ","19,150 ","19,300 ","18,550 ","28,955,000 ",1.06%
2017년 01월 17일,"18,900 ","18,400 ","19,400 ","18,400 ","60,516,000 ",2.44%
2017년 01월 16일,"18,450 ","19,000 ","19,000 ","18,300 ","44,900,000 ",-2.89%
2017년 01월 13일,"19,000 ","18,950 ","19,450 ","18,850 ","24,843,000 ",-1.04%
2017년 01월 12일,"19,200 ","19,100 ","19,250 ","18,550 ","49,199,000 ",0.00%
2017년 01월 11일,"19,200 ","18,850 ","19,300 ","18,750 ","52,194,000 ",2.13%
2017년 01월 10일,"18,800 ","18,350 ","19,250 ","18,300 ","76,646,000 ",1.90%
2017년 01월 09일,"18,450 ","18,450 ","18,900 ","18,050 ","57,041,000 ",0.00%
2017년 01월 06일,"18,450 ","17,850 ","18,550 ","17,750 ","83,200,000 ",2.79%
2017년 01월 05일,"17,950 ","17,800 ","18,100 ","17,400 ","64,886,000 ",1.41%
2017년 01월 04일,"17,700 ","17,300 ","18,000 ","17,250 ","81,886,000 ",2.61%
2017년 01월 03일,"17,250 ","16,550 ","17,550 ","16,500 ","94,442,000 ",5.83%
2017년 01월 02일,"16,300 ","16,100 ","16,750 ","15,900 ","32,807,000 ",2.52%
2016년 12월 29일,"15,900 ","15,600 ","16,050 ","15,550 ","21,306,000 ",1.60%
2016년 12월 28일,"15,650 ","16,000 ","16,100 ","15,550 ","31,179,000 ",-2.19%
2016년 12월 27일,"16,000 ","16,200 ","16,250 ","15,900 ","19,157,000 ",-1.23%
2016년 12월 26일,"16,200 ","16,450 ","16,450 ","16,000 ","20,805,000 ",-0.31%
2016년 12월 23일,"16,250 ","16,250 ","16,500 ","16,150 ","19,525,000 ",0.62%
2016년 12월 22일,"16,150 ","15,700 ","16,500 ","15,650 ","41,014,000 ",2.87%
2016년 12월 21일,"15,700 ","15,900 ","15,950 ","15,600 ","21,546,000 ",-0.95%
2016년 12월 20일,"15,850 ","15,900 ","16,250 ","15,750 ","25,582,000 ",0.63%
2016년 12월 19일,"15,750 ","16,200 ","16,250 ","15,700 ","20,550,000 ",-2.17%
2016년 12월 16일,"16,100 ","16,500 ","16,550 ","16,100 ","19,981,000 ",-1.83%
2016년 12월 15일,"16,400 ","16,300 ","16,550 ","16,150 ","27,980,000 ",-0.61%
2016년 12월 14일,"16,500 ","16,500 ","16,950 ","16,200 ","32,360,000 ",0.30%
2016년 12월 13일,"16,450 ","15,800 ","16,600 ","15,650 ","26,333,000 ",4.78%
2016년 12월 12일,"15,700 ","15,750 ","16,350 ","15,650 ","20,120,000 ",-0.63%
2016년 12월 09일,"15,800 ","15,600 ","15,900 ","15,550 ","9,766,000 ",0.32%
2016년 12월 08일,"15,750 ","15,250 ","15,750 ","15,200 ","21,369,000 ",3.28%
2016년 12월 07일,"15,250 ","15,750 ","15,750 ","15,100 ","14,923,000 ",-1.93%
2016년 12월 06일,"15,550 ","15,200 ","15,700 ","15,100 ","19,205,000 ",2.98%
2016년 12월 05일,"15,100 ","15,350 ","15,500 ","14,750 ","31,530,000 ",-2.58%
2016년 12월 02일,"15,500 ","15,550 ","15,650 ","15,300 ","18,867,000 ",-1.27%
2016년 12월 01일,"15,700 ","15,600 ","15,800 ","15,400 ","13,906,000 ",0.96%
2016년 11월 30일,"15,550 ","15,500 ","15,750 ","15,450 ","13,598,000 ",0.32%
2016년 11월 29일,"15,500 ","15,400 ","15,750 ","15,350 ","15,037,000 ",0.32%
2016년 11월 28일,"15,450 ","15,200 ","15,950 ","15,200 ","32,677,000 ",0.65%
2016년 11월 25일,"15,350 ","15,700 ","15,950 ","15,200 ","38,599,000 ",-2.23%
2016년 11월 24일,"15,700 ","16,200 ","16,300 ","15,700 ","20,436,000 ",-2.48%
2016년 11월 23일,"16,100 ","16,650 ","16,650 ","16,100 ","14,303,000 ",-2.72%
2016년 11월 22일,"16,550 ","16,550 ","16,750 ","16,100 ","25,726,000 ",0.30%
2016년 11월 21일,"16,500 ","16,800 ","16,800 ","16,400 ","16,370,000 ",-2.08%
2016년 11월 18일,"16,850 ","17,250 ","17,400 ","16,750 ","25,619,000 ",-2.60%
2016년 11월 17일,"17,300 ","17,400 ","17,500 ","17,050 ","20,246,000 ",-0.57%
2016년 11월 16일,"17,400 ","16,700 ","17,500 ","16,700 ","42,655,000 ",4.82%
2016년 11월 15일,"16,600 ","16,400 ","16,800 ","16,350 ","22,387,000 ",1.84%
2016년 11월 14일,"16,300 ","16,700 ","17,000 ","16,100 ","30,266,000 ",0.00%
2016년 11월 11일,"16,300 ","16,100 ","16,350 ","15,950 ","17,169,000 ",-0.31%
2016년 11월 10일,"16,350 ","16,450 ","16,750 ","16,150 ","26,773,000 ",1.24%
2016년 11월 09일,"16,150 ","16,750 ","16,750 ","15,150 ","77,479,000 ",-3.00%
2016년 11월 08일,"16,650 ","17,000 ","17,000 ","16,500 ","21,672,000 ",-1.19%
2016년 11월 07일,"16,850 ","16,100 ","16,850 ","15,950 ","28,168,000 ",5.64%
2016년 11월 04일,"15,950 ","16,000 ","16,000 ","15,700 ","16,592,000 ",-0.31%
2016년 11월 03일,"16,000 ","15,800 ","16,150 ","15,650 ","15,495,000 ",0.95%
2016년 11월 02일,"15,850 ","16,350 ","16,350 ","15,700 ","42,159,000 ",-3.06%
2016년 11월 01일,"16,350 ","16,850 ","17,100 ","16,250 ","49,391,000 ",-4.11%
2016년 10월 31일,"17,050 ","17,050 ","17,100 ","16,450 ","34,576,000 ",-1.16%
2016년 10월 28일,"17,250 ","17,600 ","17,750 ","17,050 ","24,956,000 ",-1.43%
2016년 10월 27일,"17,500 ","16,950 ","17,650 ","16,900 ","20,986,000 ",3.24%
2016년 10월 26일,"16,950 ","17,150 ","17,150 ","16,550 ","23,587,000 ",-1.17%
2016년 10월 25일,"17,150 ","17,250 ","17,350 ","16,900 ","18,718,000 ",-0.58%
2016년 10월 24일,"17,250 ","17,250 ","17,400 ","16,950 ","18,375,000 ",0.00%
2016년 10월 21일,"17,250 ","17,850 ","17,950 ","17,200 ","31,059,000 ",-3.90%
2016년 10월 20일,"17,950 ","18,050 ","18,050 ","17,650 ","27,506,000 ",-0.55%
2016년 10월 19일,"18,050 ","18,500 ","18,550 ","18,000 ","28,490,000 ",-2.96%
2016년 10월 18일,"18,600 ","17,850 ","18,650 ","17,600 ","58,379,000 ",5.08%
2016년 10월 17일,"17,700 ","18,000 ","18,050 ","17,600 ","14,102,000 ",-0.84%
2016년 10월 14일,"17,850 ","17,700 ","18,150 ","17,700 ","16,826,000 ",-0.28%
2016년 10월 13일,"17,900 ","18,000 ","18,100 ","17,550 ","20,589,000 ",-0.56%
2016년 10월 12일,"18,000 ","18,550 ","18,650 ","17,850 ","41,942,000 ",-2.96%
2016년 10월 11일,"18,550 ","18,400 ","18,750 ","18,250 ","41,671,000 ",1.92%
2016년 10월 10일,"18,200 ","18,050 ","18,400 ","18,050 ","33,855,000 ",1.11%
2016년 10월 07일,"18,000 ","18,400 ","18,500 ","17,900 ","29,350,000 ",-2.17%
2016년 10월 06일,"18,400 ","18,550 ","18,750 ","18,300 ","32,405,000 ",-1.08%
2016년 10월 05일,"18,600 ","18,400 ","18,750 ","18,300 ","42,408,000 ",0.81%
2016년 10월 04일,"18,450 ","17,850 ","18,500 ","17,850 ","53,784,000 ",3.65%
2016년 09월 30일,"17,800 ","17,800 ","18,100 ","17,550 ","33,005,000 ",-1.11%
2016년 09월 29일,"18,000 ","17,200 ","18,150 ","17,050 ","68,280,000 ",5.88%
2016년 09월 28일,"17,000 ","17,100 ","17,200 ","16,700 ","31,434,000 ",-0.58%
2016년 09월 27일,"17,100 ","17,100 ","17,200 ","16,850 ","11,890,000 ",-0.29%
2016년 09월 26일,"17,150 ","17,100 ","17,300 ","16,900 ","7,252,000 ",0.29%
2016년 09월 23일,"17,100 ","17,450 ","17,500 ","17,050 ","21,639,000 ",-1.44%
2016년 09월 22일,"17,350 ","16,900 ","17,500 ","16,800 ","25,320,000 ",3.27%
2016년 09월 21일,"16,800 ","16,700 ","17,150 ","16,500 ","29,984,000 ",0.60%
2016년 09월 20일,"16,700 ","16,350 ","16,700 ","16,100 ","22,236,000 ",2.14%
2016년 09월 19일,"16,350 ","16,000 ","16,450 ","16,000 ","29,823,000 ",1.24%
2016년 09월 13일,"16,150 ","16,450 ","16,550 ","15,850 ","48,836,000 ",-1.22%
2016년 09월 12일,"16,350 ","16,650 ","16,950 ","16,300 ","33,824,000 ",-3.82%
2016년 09월 09일,"17,000 ","16,800 ","17,050 ","16,400 ","45,657,000 ",0.59%
2016년 09월 08일,"16,900 ","17,000 ","17,400 ","16,900 ","63,692,000 ",-1.17%
2016년 09월 07일,"17,100 ","17,550 ","17,750 ","16,950 ","46,952,000 ",-2.01%
2016년 09월 06일,"17,450 ","17,200 ","17,500 ","16,900 ","40,604,000 ",1.45%
2016년 09월 05일,"17,200 ","17,150 ","17,400 ","17,050 ","29,235,000 ",1.18%
2016년 09월 02일,"17,000 ","17,100 ","17,100 ","16,750 ","28,947,000 ",-0.58%
2016년 09월 01일,"17,100 ","17,000 ","17,350 ","16,700 ","35,630,000 ",0.29%
2016년 08월 31일,"17,050 ","16,700 ","17,050 ","16,150 ","83,129,000 ",1.19%
2016년 08월 30일,"16,850 ","17,000 ","17,350 ","16,450 ","65,872,000 ",-0.59%
2016년 08월 29일,"16,950 ","17,850 ","17,900 ","16,800 ","68,145,000 ",-5.04%
2016년 08월 26일,"17,850 ","18,300 ","18,350 ","17,800 ","41,690,000 ",-2.19%
2016년 08월 25일,"18,250 ","17,700 ","18,250 ","16,700 ","1,540,000 ",-0.54%
2016년 08월 24일,"18,350 ","18,650 ","18,650 ","18,100 ","34,727,000 ",-0.81%
2016년 08월 23일,"18,500 ","18,900 ","18,900 ","18,250 ","47,795,000 ",-1.33%
2016년 08월 22일,"18,750 ","18,650 ","19,050 ","18,400 ","33,372,000 ",0.00%
2016년 08월 19일,"18,750 ","19,000 ","19,100 ","18,750 ","20,257,000 ",-1.32%
2016년 08월 18일,"19,000 ","19,100 ","19,150 ","18,650 ","31,443,000 ",-0.26%
2016년 08월 17일,"19,050 ","19,000 ","19,200 ","18,250 ","59,148,000 ",-0.78%
2016년 08월 16일,"19,200 ","20,100 ","20,550 ","19,150 ","87,622,000 ",-4.95%
2016년 08월 12일,"20,200 ","19,950 ","20,200 ","19,950 ","37,290,000 ",1.51%
2016년 08월 11일,"19,900 ","19,550 ","20,100 ","19,500 ","29,870,000 ",1.27%
2016년 08월 10일,"19,650 ","20,050 ","20,200 ","19,550 ","49,486,000 ",-2.24%
2016년 08월 09일,"20,100 ","20,300 ","20,300 ","19,650 ","57,629,000 ",-0.25%
2016년 08월 08일,"20,150 ","19,450 ","20,450 ","19,350 ","1,560,000 ",5.50%
2016년 08월 05일,"19,100 ","19,100 ","19,200 ","18,750 ","78,958,000 ",1.33%
2016년 08월 04일,"18,850 ","18,100 ","18,950 ","18,050 ","78,063,000 ",4.43%
2016년 08월 03일,"18,050 ","17,750 ","18,100 ","17,400 ","47,567,000 ",0.84%
2016년 08월 02일,"17,900 ","17,450 ","18,050 ","16,850 ","93,775,000 ",2.29%
2016년 08월 01일,"17,500 ","18,000 ","18,100 ","17,350 ","49,302,000 ",-1.69%
2016년 07월 29일,"17,800 ","18,050 ","18,050 ","17,750 ","43,401,000 ",-1.39%
2016년 07월 28일,"18,050 ","18,100 ","18,400 ","17,950 ","22,650,000 ",0.28%
2016년 07월 27일,"18,000 ","18,700 ","18,700 ","17,950 ","39,454,000 ",-3.23%
2016년 07월 26일,"18,600 ","17,950 ","18,650 ","17,800 ","46,193,000 ",4.49%
2016년 07월 25일,"17,800 ","18,000 ","18,450 ","17,800 ","29,769,000 ",-0.28%
2016년 07월 22일,"17,850 ","18,150 ","18,300 ","17,850 ","35,535,000 ",-1.38%
2016년 07월 21일,"18,100 ","18,300 ","18,350 ","17,950 ","33,378,000 ",-0.55%
2016년 07월 20일,"18,200 ","18,050 ","18,450 ","18,000 ","26,706,000 ",1.11%
2016년 07월 19일,"18,000 ","18,000 ","18,300 ","17,750 ","37,783,000 ",-0.55%
2016년 07월 18일,"18,100 ","18,300 ","18,450 ","17,900 ","31,176,000 ",-1.36%
2016년 07월 15일,"18,350 ","18,650 ","18,650 ","18,000 ","52,210,000 ",-0.81%
2016년 07월 14일,"18,500 ","18,700 ","18,900 ","18,350 ","38,328,000 ",-1.07%
2016년 07월 13일,"18,700 ","19,000 ","19,050 ","18,600 ","44,464,000 ",-1.32%
2016년 07월 12일,"18,950 ","18,950 ","19,050 ","18,450 ","31,037,000 ",-0.79%
2016년 07월 11일,"19,100 ","19,250 ","19,500 ","18,950 ","62,553,000 ",1.06%
2016년 07월 08일,"18,900 ","18,500 ","19,400 ","18,300 ","1,090,000 ",4.42%
2016년 07월 07일,"18,100 ","17,700 ","18,150 ","17,650 ","32,102,000 ",3.13%
2016년 07월 06일,"17,550 ","17,750 ","17,950 ","17,350 ","46,502,000 ",-3.31%
2016년 07월 05일,"18,150 ","18,350 ","18,350 ","17,900 ","24,022,000 ",0.00%
2016년 07월 04일,"18,150 ","18,500 ","18,700 ","17,950 ","28,468,000 ",-1.89%
2016년 07월 01일,"18,500 ","18,700 ","18,850 ","18,350 ","22,320,000 ",0.27%
2016년 06월 30일,"18,450 ","18,250 ","18,750 ","18,000 ","34,268,000 ",2.22%
2016년 06월 29일,"18,050 ","18,250 ","18,300 ","17,800 ","28,234,000 ",-0.55%
2016년 06월 28일,"18,150 ","17,350 ","18,250 ","17,050 ","35,944,000 ",4.61%
2016년 06월 27일,"17,350 ","16,800 ","17,700 ","16,750 ","47,486,000 ",0.58%
2016년 06월 24일,"17,250 ","18,250 ","18,450 ","16,500 ","80,975,000 ",-4.43%
2016년 06월 23일,"18,050 ","17,900 ","18,450 ","17,600 ","56,634,000 ",0.56%
2016년 06월 22일,"17,950 ","18,350 ","18,350 ","17,650 ","48,362,000 ",-1.91%
2016년 06월 21일,"18,300 ","18,500 ","18,600 ","18,200 ","55,005,000 ",-0.27%
2016년 06월 20일,"18,350 ","19,000 ","19,200 ","18,000 ","95,838,000 ",-2.91%
2016년 06월 17일,"18,900 ","19,850 ","19,850 ","18,850 ","60,856,000 ",-3.82%
2016년 06월 16일,"19,650 ","20,200 ","20,200 ","19,550 ","39,336,000 ",-2.24%
2016년 06월 15일,"20,100 ","19,450 ","20,650 ","19,150 ","81,477,000 ",3.34%
2016년 06월 14일,"19,450 ","19,300 ","19,700 ","19,050 ","32,616,000 ",0.52%
2016년 06월 13일,"19,350 ","19,550 ","19,750 ","19,200 ","30,317,000 ",-2.03%
2016년 06월 10일,"19,750 ","19,200 ","19,850 ","19,200 ","43,035,000 ",1.80%
2016년 06월 09일,"19,400 ","19,700 ","20,050 ","19,100 ","1,470,000 ",-1.77%
2016년 06월 08일,"19,750 ","20,150 ","20,250 ","19,700 ","45,793,000 ",-1.99%
2016년 06월 07일,"20,150 ","19,900 ","20,200 ","19,600 ","40,213,000 ",0.75%
2016년 06월 03일,"20,000 ","20,000 ","20,200 ","19,750 ","34,160,000 ",-0.99%
2016년 06월 02일,"20,200 ","20,500 ","20,600 ","19,800 ","45,351,000 ",-1.46%
2016년 06월 01일,"20,500 ","20,100 ","20,950 ","19,900 ","62,082,000 ",2.24%
2016년 05월 31일,"20,050 ","19,700 ","20,200 ","19,600 ","59,373,000 ",2.82%
2016년 05월 30일,"19,500 ","19,950 ","19,950 ","19,300 ","38,950,000 ",-1.76%
2016년 05월 27일,"19,850 ","20,000 ","20,500 ","19,750 ","53,820,000 ",-0.25%
2016년 05월 26일,"19,900 ","20,900 ","20,900 ","19,850 ","75,974,000 ",-3.86%
2016년 05월 25일,"20,700 ","19,500 ","20,700 ","19,350 ","1,270,000 ",6.98%
2016년 05월 24일,"19,350 ","19,250 ","19,400 ","18,800 ","43,776,000 ",0.78%
2016년 05월 23일,"19,200 ","19,050 ","19,500 ","19,050 ","38,886,000 ",0.79%
2016년 05월 20일,"19,050 ","18,650 ","19,150 ","18,550 ","43,487,000 ",2.14%
2016년 05월 19일,"18,650 ","18,700 ","18,950 ","18,450 ","45,771,000 ",0.00%
2016년 05월 18일,"18,650 ","18,050 ","19,000 ","17,400 ","93,982,000 ",3.04%
2016년 05월 17일,"18,100 ","18,250 ","18,300 ","17,750 ","51,271,000 ",-0.28%
2016년 05월 16일,"18,150 ","18,650 ","18,650 ","17,650 ","62,957,000 ",-2.68%
2016년 05월 13일,"18,650 ","18,050 ","18,800 ","18,000 ","43,908,000 ",3.04%
2016년 05월 12일,"18,100 ","18,250 ","18,400 ","18,000 ","34,209,000 ",-1.90%
2016년 05월 11일,"18,450 ","18,800 ","18,800 ","18,150 ","35,988,000 ",-1.34%
2016년 05월 10일,"18,700 ","19,000 ","19,300 ","18,500 ","35,678,000 ",-1.58%
2016년 05월 09일,"19,000 ","18,800 ","19,250 ","18,050 ","54,332,000 ",1.88%
2016년 05월 04일,"18,650 ","18,850 ","18,850 ","18,450 ","25,424,000 ",-1.58%
2016년 05월 03일,"18,950 ","18,950 ","19,050 ","18,350 ","46,451,000 ",-0.26%
2016년 05월 02일,"19,000 ","19,450 ","19,500 ","18,850 ","27,559,000 ",-2.31%
2016년 04월 29일,"19,450 ","18,650 ","19,500 ","18,400 ","52,368,000 ",3.46%
2016년 04월 28일,"18,800 ","18,900 ","19,050 ","18,550 ","45,088,000 ",0.27%
2016년 04월 27일,"18,750 ","19,200 ","19,250 ","18,350 ","42,843,000 ",-2.09%
2016년 04월 26일,"19,150 ","19,150 ","19,300 ","18,800 ","25,755,000 ",-0.26%
2016년 04월 25일,"19,200 ","19,000 ","19,400 ","18,750 ","39,139,000 ",1.05%
2016년 04월 22일,"19,000 ","18,900 ","19,200 ","18,700 ","45,644,000 ",0.80%
2016년 04월 21일,"18,850 ","17,750 ","18,850 ","17,700 ","82,129,000 ",5.31%
2016년 04월 20일,"17,900 ","17,350 ","18,150 ","17,300 ","43,383,000 ",2.87%
2016년 04월 19일,"17,400 ","17,700 ","17,700 ","17,250 ","20,266,000 ",-0.85%
