날짜,종가,오픈,고가,저가,거래량,변동 %
2016년 11월 29일,"42,400 ","42,400 ","43,100 ","41,800 ","1,770,000 ",-0.47%
2016년 11월 28일,"42,600 ","42,400 ","43,250 ","42,100 ","1,510,000 ",0.00%
2016년 11월 25일,"42,600 ","43,050 ","43,300 ","42,250 ","1,330,000 ",-0.12%
2016년 11월 24일,"42,650 ","43,350 ","43,850 ","42,500 ","1,790,000 ",-0.93%
2016년 11월 23일,"43,050 ","43,000 ","43,900 ","42,550 ","3,770,000 ",0.82%
2016년 11월 22일,"42,700 ","41,250 ","42,800 ","41,200 ","3,300,000 ",4.79%
2016년 11월 21일,"40,750 ","41,800 ","41,900 ","40,650 ","1,860,000 ",-2.98%
2016년 11월 18일,"42,000 ","42,300 ","42,400 ","41,700 ","3,120,000 ",0.24%
2016년 11월 17일,"41,900 ","41,500 ","41,900 ","41,200 ","2,380,000 ",2.57%
2016년 11월 16일,"40,850 ","40,450 ","41,000 ","40,250 ","2,100,000 ",2.90%
2016년 11월 15일,"39,700 ","39,700 ","40,400 ","39,500 ","2,030,000 ",0.00%
2016년 11월 14일,"39,700 ","40,000 ","40,450 ","39,700 ","1,580,000 ",-0.38%
2016년 11월 11일,"39,850 ","40,000 ","40,450 ","39,550 ","2,940,000 ",-2.80%
2016년 11월 10일,"41,000 ","41,000 ","41,050 ","40,500 ","2,520,000 ",3.40%
2016년 11월 09일,"39,650 ","41,650 ","41,750 ","38,700 ","5,760,000 ",-4.46%
2016년 11월 08일,"41,500 ","42,100 ","42,150 ","41,250 ","1,880,000 ",0.00%
2016년 11월 07일,"41,500 ","41,800 ","42,050 ","41,200 ","2,030,000 ",0.73%
2016년 11월 04일,"41,200 ","41,150 ","41,400 ","40,850 ","1,940,000 ",0.12%
2016년 11월 03일,"41,150 ","40,900 ","41,700 ","40,700 ","2,540,000 ",0.37%
2016년 11월 02일,"41,000 ","41,250 ","41,400 ","40,450 ","2,820,000 ",-2.38%
2016년 11월 01일,"42,000 ","41,700 ","42,350 ","41,600 ","2,660,000 ",2.44%
2016년 10월 31일,"41,000 ","42,500 ","42,900 ","41,000 ","3,260,000 ",-3.42%
2016년 10월 28일,"42,450 ","42,700 ","42,950 ","42,100 ","1,990,000 ",-1.28%
2016년 10월 27일,"43,000 ","42,900 ","43,600 ","42,600 ","4,630,000 ",0.23%
2016년 10월 26일,"42,900 ","41,300 ","42,900 ","41,300 ","5,870,000 ",4.51%
2016년 10월 25일,"41,050 ","40,350 ","41,650 ","40,200 ","4,140,000 ",2.24%
2016년 10월 24일,"40,150 ","41,000 ","41,150 ","39,850 ","2,200,000 ",-1.95%
2016년 10월 21일,"40,950 ","39,500 ","41,000 ","39,500 ","2,290,000 ",2.25%
2016년 10월 20일,"40,050 ","40,250 ","40,300 ","38,850 ","5,090,000 ",0.00%
2016년 10월 19일,"40,050 ","41,150 ","41,450 ","39,850 ","5,000,000 ",-3.84%
2016년 10월 18일,"41,650 ","42,200 ","42,300 ","41,300 ","2,360,000 ",-1.54%
2016년 10월 17일,"42,300 ","41,750 ","42,300 ","41,400 ","2,210,000 ",1.81%
2016년 10월 14일,"41,550 ","41,300 ","41,900 ","41,200 ","2,670,000 ",1.47%
2016년 10월 13일,"40,950 ","41,450 ","41,700 ","40,950 ","2,960,000 ",-0.73%
2016년 10월 12일,"41,250 ","41,000 ","41,900 ","41,000 ","2,960,000 ",-0.12%
2016년 10월 11일,"41,300 ","41,300 ","42,000 ","41,100 ","2,810,000 ",0.00%
2016년 10월 10일,"41,300 ","42,200 ","42,500 ","41,200 ","2,910,000 ",-2.13%
2016년 10월 07일,"42,200 ","42,700 ","42,700 ","41,900 ","2,440,000 ",-0.82%
2016년 10월 06일,"42,550 ","43,100 ","43,150 ","42,400 ","2,790,000 ",-0.12%
2016년 10월 05일,"42,600 ","42,150 ","42,950 ","41,200 ","4,350,000 ",1.91%
2016년 10월 04일,"41,800 ","41,500 ","41,800 ","41,000 ","3,560,000 ",3.98%
2016년 09월 30일,"40,200 ","39,750 ","40,950 ","39,600 ","3,250,000 ",0.00%
2016년 09월 29일,"40,200 ","40,600 ","40,750 ","40,150 ","3,790,000 ",-2.43%
2016년 09월 28일,"41,200 ","41,300 ","42,000 ","40,950 ","4,050,000 ",0.12%
2016년 09월 27일,"41,150 ","39,400 ","41,150 ","39,150 ","3,830,000 ",4.18%
2016년 09월 26일,"39,500 ","39,350 ","39,500 ","38,800 ","1,510,000 ",0.38%
2016년 09월 23일,"39,350 ","39,550 ","39,650 ","39,050 ","1,940,000 ",-0.13%
2016년 09월 22일,"39,400 ","39,800 ","39,800 ","39,150 ","3,060,000 ",0.64%
2016년 09월 21일,"39,150 ","39,000 ","39,150 ","38,650 ","1,730,000 ",-0.25%
2016년 09월 20일,"39,250 ","39,200 ","39,450 ","38,750 ","2,590,000 ",0.13%
2016년 09월 19일,"39,200 ","38,700 ","39,450 ","38,250 ","5,110,000 ",3.70%
2016년 09월 13일,"37,800 ","37,600 ","38,300 ","37,500 ","3,820,000 ",2.16%
2016년 09월 12일,"37,000 ","37,500 ","38,300 ","37,000 ","4,760,000 ",-5.01%
2016년 09월 09일,"38,950 ","38,550 ","39,000 ","38,350 ","2,400,000 ",0.65%
2016년 09월 08일,"38,700 ","37,900 ","38,700 ","37,900 ","3,620,000 ",2.11%
2016년 09월 07일,"37,900 ","38,200 ","38,800 ","37,900 ","3,780,000 ",-0.26%
2016년 09월 06일,"38,000 ","37,750 ","38,000 ","37,350 ","2,110,000 ",1.33%
2016년 09월 05일,"37,500 ","36,900 ","37,500 ","36,850 ","2,330,000 ",2.32%
2016년 09월 02일,"36,650 ","36,100 ","36,700 ","35,950 ","1,830,000 ",1.52%
2016년 09월 01일,"36,100 ","36,400 ","36,400 ","35,700 ","1,710,000 ",-0.96%
2016년 08월 31일,"36,450 ","36,400 ","36,450 ","35,750 ","2,730,000 ",0.41%
2016년 08월 30일,"36,300 ","36,800 ","36,950 ","35,550 ","2,760,000 ",0.14%
2016년 08월 29일,"36,250 ","35,350 ","36,400 ","35,300 ","2,780,000 ",0.00%
2016년 08월 26일,"36,250 ","35,850 ","36,350 ","35,750 ","2,630,000 ",1.54%
2016년 08월 25일,"35,700 ","35,100 ","35,750 ","34,900 ","1,570,000 ",-0.14%
2016년 08월 24일,"35,750 ","35,900 ","35,950 ","35,300 ","1,600,000 ",0.42%
2016년 08월 23일,"35,600 ","36,250 ","36,300 ","35,550 ","2,340,000 ",-1.11%
2016년 08월 22일,"36,000 ","35,500 ","36,050 ","35,250 ","3,890,000 ",1.69%
2016년 08월 19일,"35,400 ","34,400 ","35,400 ","34,200 ","4,650,000 ",3.66%
2016년 08월 18일,"34,150 ","33,550 ","34,250 ","33,550 ","1,850,000 ",1.79%
2016년 08월 17일,"33,550 ","33,750 ","33,900 ","32,900 ","2,080,000 ",-0.45%
2016년 08월 16일,"33,700 ","34,950 ","34,950 ","33,700 ","2,880,000 ",-1.89%
2016년 08월 12일,"34,350 ","34,450 ","35,100 ","34,200 ","2,260,000 ",-1.29%
2016년 08월 11일,"34,800 ","33,700 ","34,800 ","33,450 ","2,980,000 ",2.96%
2016년 08월 10일,"33,800 ","34,900 ","35,000 ","33,650 ","3,110,000 ",-3.57%
2016년 08월 09일,"35,050 ","34,850 ","35,200 ","34,450 ","2,080,000 ",0.29%
2016년 08월 08일,"34,950 ","35,150 ","35,250 ","34,400 ","2,150,000 ",0.43%
2016년 08월 05일,"34,800 ","34,300 ","34,900 ","33,950 ","2,780,000 ",3.42%
2016년 08월 04일,"33,650 ","33,950 ","34,200 ","33,350 ","1,470,000 ",0.30%
2016년 08월 03일,"33,550 ","33,300 ","34,400 ","33,000 ","2,690,000 ",-0.59%
2016년 08월 02일,"33,750 ","34,600 ","34,700 ","33,650 ","2,110,000 ",-3.16%
2016년 08월 01일,"34,850 ","34,700 ","35,300 ","34,600 ","3,270,000 ",1.31%
2016년 07월 29일,"34,400 ","33,550 ","34,400 ","33,450 ","4,550,000 ",2.53%
2016년 07월 28일,"33,550 ","33,150 ","33,550 ","33,000 ","3,230,000 ",0.30%
2016년 07월 27일,"33,450 ","32,600 ","33,450 ","32,550 ","4,740,000 ",4.37%
2016년 07월 26일,"32,050 ","32,400 ","32,400 ","31,100 ","5,020,000 ",-1.38%
2016년 07월 25일,"32,500 ","32,300 ","32,650 ","32,150 ","2,140,000 ",1.56%
2016년 07월 22일,"32,000 ","32,150 ","32,150 ","31,200 ","2,440,000 ",-0.47%
2016년 07월 21일,"32,150 ","32,400 ","32,800 ","32,100 ","1,870,000 ",0.16%
2016년 07월 20일,"32,100 ","32,300 ","32,400 ","31,850 ","1,770,000 ",-1.08%
2016년 07월 19일,"32,450 ","32,900 ","33,000 ","31,950 ","2,340,000 ",-0.92%
2016년 07월 18일,"32,750 ","32,900 ","33,100 ","32,500 ","1,510,000 ",0.15%
2016년 07월 15일,"32,700 ","33,300 ","33,500 ","32,650 ","2,570,000 ",-1.06%
2016년 07월 14일,"33,050 ","32,500 ","33,300 ","32,450 ","3,030,000 ",1.23%
2016년 07월 13일,"32,650 ","32,700 ","32,950 ","32,450 ","3,690,000 ",2.03%
2016년 07월 12일,"32,000 ","32,250 ","32,300 ","31,550 ","2,510,000 ",0.00%
2016년 07월 11일,"32,000 ","31,750 ","32,300 ","31,650 ","3,890,000 ",3.06%
2016년 07월 08일,"31,050 ","30,700 ","31,250 ","30,550 ","1,850,000 ",1.31%
2016년 07월 07일,"30,650 ","30,750 ","31,350 ","30,600 ","2,700,000 ",0.16%
2016년 07월 06일,"30,600 ","31,100 ","31,350 ","30,300 ","6,290,000 ",-3.92%
2016년 07월 05일,"31,850 ","32,650 ","32,650 ","31,850 ","2,570,000 ",-2.75%
2016년 07월 04일,"32,750 ","32,250 ","32,900 ","32,050 ","3,170,000 ",1.87%
2016년 07월 01일,"32,150 ","31,800 ","32,700 ","31,600 ","5,280,000 ",-0.77%
2016년 06월 30일,"32,400 ","32,000 ","32,550 ","31,700 ","4,560,000 ",1.89%
2016년 06월 29일,"31,800 ","31,800 ","32,200 ","31,700 ","3,800,000 ",2.09%
2016년 06월 28일,"31,150 ","31,150 ","31,600 ","30,650 ","5,020,000 ",-2.81%
2016년 06월 27일,"32,050 ","31,350 ","32,050 ","31,050 ","6,130,000 ",0.79%
2016년 06월 24일,"31,800 ","32,800 ","33,100 ","30,450 ","16,730,000 ",0.16%
2016년 06월 23일,"31,750 ","30,900 ","31,800 ","30,850 ","7,030,000 ",2.58%
2016년 06월 22일,"30,950 ","30,200 ","30,950 ","30,000 ","5,040,000 ",3.86%
2016년 06월 21일,"29,800 ","30,050 ","30,150 ","29,550 ","2,370,000 ",-0.83%
2016년 06월 20일,"30,050 ","29,800 ","30,050 ","29,050 ","4,490,000 ",3.62%
2016년 06월 17일,"29,000 ","30,000 ","30,000 ","28,750 ","2,890,000 ",-2.19%
2016년 06월 16일,"29,650 ","30,250 ","30,400 ","29,350 ","3,680,000 ",-1.00%
2016년 06월 15일,"29,950 ","29,350 ","30,150 ","29,300 ","5,730,000 ",3.10%
2016년 06월 14일,"29,050 ","28,150 ","29,300 ","28,150 ","3,470,000 ",2.47%
2016년 06월 13일,"28,350 ","28,650 ","28,700 ","28,000 ","2,590,000 ",-2.24%
2016년 06월 10일,"29,000 ","29,150 ","29,200 ","28,700 ","2,320,000 ",0.00%
2016년 06월 09일,"29,000 ","28,700 ","29,400 ","28,650 ","5,330,000 ",1.58%
2016년 06월 08일,"28,550 ","29,050 ","29,300 ","28,450 ","3,690,000 ",-0.35%
2016년 06월 07일,"28,650 ","27,700 ","28,750 ","27,650 ","4,230,000 ",3.80%
2016년 06월 03일,"27,600 ","28,150 ","28,450 ","27,400 ","3,630,000 ",-1.60%
2016년 06월 02일,"28,050 ","28,600 ","29,050 ","28,000 ","3,440,000 ",-1.58%
2016년 06월 01일,"28,500 ","28,850 ","29,000 ","28,400 ","3,610,000 ",-0.70%
2016년 05월 31일,"28,700 ","28,650 ","29,000 ","28,200 ","5,320,000 ",-1.03%
2016년 05월 30일,"29,000 ","28,850 ","29,400 ","28,650 ","5,480,000 ",1.22%
2016년 05월 27일,"28,650 ","27,200 ","28,750 ","27,150 ","7,570,000 ",6.11%
2016년 05월 26일,"27,000 ","27,150 ","27,200 ","26,850 ","1,930,000 ",-0.18%
2016년 05월 25일,"27,050 ","27,450 ","27,450 ","26,950 ","2,240,000 ",0.74%
2016년 05월 24일,"26,850 ","27,350 ","27,350 ","26,700 ","2,420,000 ",-1.29%
2016년 05월 23일,"27,200 ","26,800 ","27,450 ","26,650 ","4,520,000 ",3.42%
2016년 05월 20일,"26,300 ","26,600 ","26,650 ","26,250 ","2,240,000 ",-1.13%
2016년 05월 19일,"26,600 ","26,750 ","26,900 ","26,400 ","4,350,000 ",1.53%
2016년 05월 18일,"26,200 ","25,800 ","26,400 ","25,650 ","2,460,000 ",1.16%
2016년 05월 17일,"25,900 ","26,250 ","26,300 ","25,900 ","1,540,000 ",-0.77%
2016년 05월 16일,"26,100 ","26,100 ","26,300 ","25,900 ","1,330,000 ",0.00%
2016년 05월 13일,"26,100 ","26,100 ","26,250 ","25,900 ","1,840,000 ",0.00%
2016년 05월 12일,"26,100 ","26,050 ","26,250 ","25,850 ","1,750,000 ",-0.38%
2016년 05월 11일,"26,200 ","26,500 ","26,550 ","26,100 ","1,720,000 ",-0.76%
2016년 05월 10일,"26,400 ","25,750 ","26,400 ","25,750 ","2,550,000 ",2.52%
2016년 05월 09일,"25,750 ","26,150 ","26,550 ","25,700 ","5,170,000 ",-3.38%
2016년 05월 04일,"26,650 ","27,450 ","27,500 ","26,500 ","4,310,000 ",-3.62%
2016년 05월 03일,"27,650 ","27,950 ","28,100 ","27,650 ","1,370,000 ",-0.72%
2016년 05월 02일,"27,850 ","27,950 ","28,300 ","27,750 ","1,300,000 ",-1.07%
2016년 04월 29일,"28,150 ","27,700 ","28,250 ","27,500 ","2,870,000 ",0.90%
2016년 04월 28일,"27,900 ","29,100 ","29,150 ","27,850 ","6,600,000 ",-4.29%
2016년 04월 27일,"29,150 ","29,300 ","29,750 ","29,000 ","6,200,000 ",0.00%
2016년 04월 26일,"29,150 ","27,550 ","29,200 ","27,550 ","7,660,000 ",6.00%
2016년 04월 25일,"27,500 ","27,650 ","27,800 ","27,350 ","1,500,000 ",0.00%
2016년 04월 22일,"27,500 ","27,450 ","27,800 ","27,350 ","1,550,000 ",-0.18%
2016년 04월 21일,"27,550 ","27,700 ","27,950 ","27,500 ","2,990,000 ",0.00%
2016년 04월 20일,"27,550 ","27,500 ","28,000 ","27,500 ","3,200,000 ",0.36%
2016년 04월 19일,"27,450 ","27,500 ","27,550 ","27,350 ","1,730,000 ",0.92%
2016년 04월 18일,"27,200 ","28,000 ","28,150 ","27,200 ","3,730,000 ",-1.63%
2016년 04월 15일,"27,650 ","27,450 ","27,800 ","27,350 ","2,770,000 ",1.47%
2016년 04월 14일,"27,250 ","27,600 ","27,850 ","27,250 ","4,740,000 ",0.37%
